category,price,description,rating,num_ratings,discount,mrp,is_fassured,timestamp
Desktop PCs,"₹24,990",Lenovo 510S-07ICB (90K800CXIN) Full Tower with Core i3 (8100) 4 GB RAM 1 TB Hard Disk,0,0,18% off,"₹30,690",1,2019-08-14 11:58:25.333898
Desktop PCs,"₹7,599",Zoonis Z10NSDVD111 Mid Tower with CORE 2 DUO 4 RAM 320 GB Hard Disk MB GB   Graphics Memory,0,0,30% off,"₹10,999",0,2019-08-14 11:58:25.333898
Desktop PCs,"₹6,999",zoonis Z10NS109 Mid Tower with CORE 2 DUO 2 RAM 320 GB Hard Disk MB GB   Graphics Memory,0,0,29% off,"₹9,989",0,2019-08-14 11:58:25.337944
Desktop PCs,"₹6,579",Iball DTCPA Mini Tower with Dual Core 2 GB RAM 320 GB Hard Disk,3.5,(48),47% off,"₹12,500",0,2019-08-14 11:58:25.341939
Desktop PCs,"₹67,490",HP - (Core i5/4 GB DDR4/1 TB/Windows 10 Home/2 GB 2 GB DDR5 GFX),0,0,7% off,"₹73,077",1,2019-08-14 11:58:25.342463
Desktop PCs,"₹38,990",Dell - (Core i3 (7th Gen)/4 GB DDR4/1 TB/Windows 10 Home),4,(73),11% off,"₹44,169",1,2019-08-14 11:58:25.343460
Desktop PCs,"₹17,990",Lenovo 510S-07ICB (90HX003RIN) Full Tower with Pentium Silver Quad Core (J5005) 4 GB RAM 1 TB Hard Disk,0,0,19% off,"₹22,290",1,2019-08-14 11:58:25.343460
Desktop PCs,"₹29,490",Asus S340MC-I38100097T Full Tower with Core i3 (8100) 4 GB RAM 1 TB Hard Disk,0,0,20% off,"₹36,990",1,2019-08-14 11:58:25.347503
Desktop PCs,"₹24,999",Syntronic S726081 Full Tower with Core i7 (2600) 8 GB RAM 1 TB Hard Disk,0,0,10% off,"₹27,999",1,2019-08-14 11:58:25.347879
Desktop PCs,"₹6,399",ZOONIS Z160GB with Core 2 Duo 2 GB RAM 160 GB Hard Disk 256mb GB   Graphics Memory,2.4,(19),20% off,"₹7,999",0,2019-08-14 11:58:25.348876
Desktop PCs,"₹20,889",Iball CPUi3 Workstation with Core I3 3rd Generation 4 GB RAM 500 GB Hard Disk 1 GB   Graphics Memory,3.2,(6),30% off,"₹29,999",0,2019-08-14 11:58:25.349873
Desktop PCs,"₹66,024",HP - (Core i5/4 GB DDR4/1 TB/Windows 10 Home),0,0,0,0,1,2019-08-14 11:58:25.349873
Desktop PCs,"₹7,699",RAINBOW RPGCPU77 with Core 2 Duo 4 GB RAM 320 GB Hard Disk,0,0,19% off,"₹9,599",0,2019-08-14 11:58:25.353912
Desktop PCs,"₹66,990",Asus - (Core i5 (8th Gen)/8 GB DDR4/1 TB/Windows 10 Home/2 GB),0,0,22% off,"₹86,990",1,2019-08-14 11:58:25.355241
Desktop PCs,"₹17,499",SYNTRONIC S53812A31 with Core i3 3220 4 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,16% off,"₹20,999",0,2019-08-14 11:58:25.356238
Desktop PCs,"₹26,990",Lenovo - (Pentium Quad Core/4 GB DDR3/1 TB/Windows 10 Home),3.4,(18),0,"₹27,064",1,2019-08-14 11:58:25.356238
Desktop PCs,"₹11,990",Punta Wifi Ready with I5 4 GB RAM 500 GB Hard Disk .512 GB   Graphics Memory,0,0,40% off,"₹19,990",0,2019-08-14 11:58:25.360270
Desktop PCs,"₹6,999",zoonis Z10NS104 Mid Tower with CORE 2 DUO 4 RAM 160 GB Hard Disk MB GB   Graphics Memory,3.7,(3),22% off,"₹8,999",0,2019-08-14 11:58:25.360716
Desktop PCs,"₹28,490",Asus - (Pentium Quad Core/4 GB DDR3/1 TB/Windows 10 Home),4.5,(10),8% off,"₹31,091",1,2019-08-14 11:58:25.361712
Desktop PCs,"₹6,999",Zoonis Z10NSDVD104 Mid Tower with CORE 2 DUO 4 RAM 160 GB Hard Disk MB GB   Graphics Memory,0,0,27% off,"₹9,599",0,2019-08-14 11:58:25.363662
Desktop PCs,"₹22,499",SYNTRONIC S53812A2 with Core i5 2400 8 GB RAM 2 TB Hard Disk 2 GB   Graphics Memory,0,0,13% off,"₹25,999",1,2019-08-14 11:58:25.364872
Desktop PCs,"₹28,490",Dell - (Pentium Quad Core/4 GB DDR3/1 TB/Ubuntu),4.7,(3),0,"₹28,668",1,2019-08-14 11:58:25.365869
Desktop PCs,"₹15,499",Iball ICI3540 Ultra Tower with Intel Core I3 530 8 GB RAM 1 TB Hard Disk 1 GB   Graphics Memory,2.9,(36),32% off,"₹22,999",0,2019-08-14 11:58:25.366900
Desktop PCs,"₹29,896",Iball i382DR with i3-3220 8 GB RAM 2 TB Hard Disk,0,0,8% off,"₹32,650",0,2019-08-14 11:58:25.366900
Desktop PCs,"₹37,990",Asus D340MC-I58400044D Full Tower with Core i5 (8400) 4 GB RAM 1 TB Hard Disk,0,0,7% off,"₹40,990",1,2019-08-14 11:58:25.367897
Desktop PCs,"₹1,60,599",ANT PC CL700I Mid Tower with Core i7 (8700) 16 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 8 GB   Graphics Memory,0,0,0,0,1,2019-08-14 11:58:25.367897
Desktop PCs,"₹38,300",Dell - (Pentium Dual Core/4 GB DDR4/1 TB/Windows 10 Home),0,0,4% off,"₹40,000",0,2019-08-14 11:58:25.372144
Desktop PCs,"₹6,145",Foxin FC1108 with Dual Core 2 GB RAM 320 GB Hard Disk 0.0256 GB   Graphics Memory,3.4,(11),65% off,"₹17,900",0,2019-08-14 11:58:25.373144
Desktop PCs,"₹6,598",sr it solution cpu109 with dual cour 4 GB RAM 160 GB Hard Disk 512mb GB   Graphics Memory,0,0,21% off,"₹8,400",0,2019-08-14 11:58:25.373144
Desktop PCs,"₹29,970",Iball 3220i31 with i3-3220 8 GB RAM 1 TB Hard Disk,1,(1),14% off,"₹35,000",0,2019-08-14 11:58:25.374173
Desktop PCs,"₹41,990",HP - (Core i3 (7th Gen)/4 GB DDR4/1 TB/Windows 10 Home),0,0,3% off,"₹43,584",1,2019-08-14 11:58:25.374173
Desktop PCs,"₹56,999",Electrobot i5 9400F (9th Gen) Mid Tower with 9th Gen 8 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 8 GB   Graphics Memory,0,0,28% off,"₹79,999",0,2019-08-14 11:58:25.378309
Desktop PCs,"₹7,500",RAINBOW RPGCPU95 with Core 2 Duo 4 GB RAM 160 GB Hard Disk,0,0,24% off,"₹9,999",0,2019-08-14 11:58:25.378872
Desktop PCs,"₹23,884",Iball i348500 with i3-4130 8 GB RAM 500 GB Hard Disk,3,(2),4% off,"₹25,000",0,2019-08-14 11:58:25.379901
Desktop PCs,"₹7,200",cpu 320gbdc with dual core 4 GB RAM 320 GB Hard Disk 512 GB   Graphics Memory,0,0,61% off,"₹18,500",0,2019-08-14 11:58:34.723874
Desktop PCs,"₹6,388",punta Punta5565 Mini Tower with Core2Duo 2 GB RAM 320 GB Hard Disk .512 GB   Graphics Memory,0,0,59% off,"₹15,666",0,2019-08-14 11:58:34.723874
Desktop PCs,"₹5,899",Foxin Axe Red/Blue C2D with Core2Duo 2 GB RAM 250 GB Hard Disk .256 GB   Graphics Memory,3.3,(11),52% off,"₹12,490",0,2019-08-14 11:58:34.727925
Desktop PCs,"₹28,990",Asus D340MC-I38100071D Full Tower with Core i3 (8100) 4 GB RAM 1 TB Hard Disk,0,0,19% off,"₹35,990",1,2019-08-14 11:58:34.728963
Desktop PCs,"₹21,999",Syntronic S54081 Full Tower with Core i5 (4570) 8 GB RAM 1 TB Hard Disk,0,0,18% off,"₹26,999",1,2019-08-14 11:58:34.729960
Desktop PCs,"₹26,990",HP - (Celeron Dual Core/4 GB DDR3/500 GB/Windows 10 Home),4.1,(87),0,"₹27,072",1,2019-08-14 11:58:34.729960
Desktop PCs,"₹16,999",SYNTRONIC S53812A9 with Core i5 3570 4 GB RAM 1 TB Hard Disk,0,0,19% off,"₹20,999",1,2019-08-14 11:58:34.733998
Desktop PCs,"₹23,780",Lenovo Ideacentre 310s Full Tower with Celeron Dual Core (J3355) 4 GB RAM 1 TB Hard Disk,4,(175),0,0,1,2019-08-14 11:58:34.735139
Desktop PCs,"₹7,599",RAINBOW RPGCPU69 with Core 2 Duo 4 GB RAM 320 GB Hard Disk,0,0,24% off,"₹9,999",0,2019-08-14 11:58:34.735139
Desktop PCs,"₹18,499",SYNTRONIC S53812A26 with Core i3 2100 4 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,19% off,"₹22,999",0,2019-08-14 11:58:34.736136
Desktop PCs,"₹9,999",Foxin Axe Red/Blue 1102 with Core i3 2 GB RAM 500 GB Hard Disk .5 GB   Graphics Memory,4,(1),52% off,"₹21,000",0,2019-08-14 11:58:34.737133
Desktop PCs,"₹7,099",RAINBOW RPGCPU86 with Core 2 Duo 2 GB RAM 320 GB Hard Disk,0,0,26% off,"₹9,599",0,2019-08-14 11:58:34.737133
Desktop PCs,"₹9,988",Punta - (Core 2 Duo/4 GB DDR2/500 GB/Free DOS/512 MB),3.6,(230),60% off,"₹24,999",0,2019-08-14 11:58:34.737133
Desktop PCs,"₹1,59,990",Asus ROG (GL12CX-IN018T) Full Tower with Core i7 (9700K) 16 GB RAM 1 TB Hard Disk 256 GB SSD Capacity 6 GB   Graphics Memory,0,0,12% off,"₹1,82,990",1,2019-08-14 11:58:34.741380
Desktop PCs,"₹37,897",Consistent - (Core i3/4 GB DDR3/1 TB/Free DOS),3.5,(6),0,"₹38,000",0,2019-08-14 11:58:34.743374
Desktop PCs,"₹33,300",Reo RL512 Mini Tower with Core i5 (3470) 16 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,0,0,1,2019-08-14 11:58:34.743374
Desktop PCs,"₹8,888",Foxin Axe Red/Blue 1102 Ci3 2GB with Core i3 2 GB RAM 250 GB Hard Disk .5 GB   Graphics Memory,0,0,53% off,"₹18,990",0,2019-08-14 11:58:34.743374
Desktop PCs,"₹97,990",Asus - (Core i7/16 GB DDR4/1 TB/Windows 10 Home/4 GB GDDR5),0,0,3% off,"₹1,01,990",1,2019-08-14 11:58:34.747621
Desktop PCs,"₹93,990",HP - (Ryzen 5/16 GB DDR4/2 TB/Windows 10 Home/2 GB GDDR5),0,0,10% off,"₹1,05,000",1,2019-08-14 11:58:34.748618
Desktop PCs,"₹1,19,990",Acer Predator G1-710 Gaming Full Tower with Core i7 (7700) 16 GB RAM 1 TB Hard Disk 3 GB   Graphics Memory,5,(2),0,0,1,2019-08-14 11:58:34.749615
Desktop PCs,"₹7,599",sr it solution cpu116 with cour 2 duo 2 GB RAM 500 GB Hard Disk 512mb GB   Graphics Memory,0,0,25% off,"₹10,200",0,2019-08-14 11:58:34.749615
Desktop PCs,"₹21,140",Iball 3220i30 with i3-3220 4 GB RAM 500 GB Hard Disk,0,0,29% off,"₹30,000",0,2019-08-14 11:58:34.749615
Desktop PCs,"₹13,999",SYNTRONIC S53812A3 with Core i5 2400 4 GB RAM 500 GB Hard Disk,0,0,26% off,"₹18,999",1,2019-08-14 11:58:34.753985
Desktop PCs,"₹7,099",RAINBOW RPGCPU70 with Core 2 Duo 2 GB RAM 320 GB Hard Disk,0,0,29% off,"₹9,999",0,2019-08-14 11:58:34.754982
Desktop PCs,"₹7,599",Zoonis Z10NSDVD108 Mid Tower with CORE 2 DUO 4 RAM 250 GB Hard Disk MB GB   Graphics Memory,3.8,(4),24% off,"₹9,999",0,2019-08-14 11:58:34.755979
Desktop PCs,"₹27,990",Lenovo - (Celeron Dual Core/4 GB DDR4/1 TB/Windows 10 Home),4,(66),14% off,"₹32,924",1,2019-08-14 11:58:34.755979
Desktop PCs,"₹75,000",dhagan DHAGANCI5WDD Mid Tower with Intel Core I7 8th Gen 8 GB RAM 1 TB Hard Disk 1024 MB (for iGPU exclusively) GB   Graphics Memory,0,0,21% off,"₹95,000",0,2019-08-14 11:58:34.755979
Desktop PCs,"₹73,499",Lenovo - (Core i5 (7th Gen)/8 GB DDR4/1 TB/Windows 10 Home/2 GB),0,0,15% off,"₹87,490",1,2019-08-14 11:58:34.760018
Desktop PCs,"₹22,222",HP - (Celeron Dual Core/4 GB DDR3/1 TB/Free DOS),3.9,(36),17% off,"₹26,990",0,2019-08-14 11:58:34.760018
Desktop PCs,"₹11,999",ZOONIS G-41/2GB DDR3/500GB HDD/WIFI Mid Tower with Intel Core 2 Duo 2 GB RAM 500 GB Hard Disk 512 GB   Graphics Memory,0,0,0,"₹12,000",0,2019-08-14 11:58:34.764340
Desktop PCs,"₹1,89,990",Apple - (Core i5 (7th Gen)/8 GB DDR4/1 TB/Mac OS X Sierra/8 GB),0,0,0,"₹1,90,400",1,2019-08-14 11:58:34.765337
Desktop PCs,"₹17,999",ZOONIS PRIME Ultra Tower with I3 8 GB RAM 500 GB Hard Disk 2 GB   Graphics Memory,0,0,40% off,"₹29,999",0,2019-08-14 11:58:34.766334
Desktop PCs,"₹1,79,990",Apple - (Core i5 (6th Gen)/8 GB DDR3/2 TB/Mac OS X Lion/2 GB),0,0,4% off,"₹1,88,900",1,2019-08-14 11:58:34.766334
Desktop PCs,"₹6,599",zoonis Z10NS101 Mid Tower with CORE 2 DUO 2 RAM 160 GB Hard Disk MB GB   Graphics Memory,3.5,(2),34% off,"₹9,999",0,2019-08-14 11:58:34.770371
Desktop PCs,"₹11,999",zoonis Z10NS121 Mid Tower with CORE i3 1st gen 4 MB RAM 500 GB Hard Disk GB GB   Graphics Memory,5,(3),25% off,"₹15,999",0,2019-08-14 11:58:34.770648
Desktop PCs,"₹87,990",HP - (Core i5 (8th Gen)/8 GB DDR4/1 TB/Windows 10 Home/2 GB GDDR5),0,0,5% off,"₹93,594",1,2019-08-14 11:58:34.771645
Desktop PCs,"₹1,03,990",HP - (Core i7/16 GB DDR4/2 TB/Windows 10 Home/4 GB GDDR5),0,0,5% off,"₹1,10,000",1,2019-08-14 11:58:34.772642
Desktop PCs,"₹14,999",SYNTRONIC S53812A25 with Core i3 2100 4 GB RAM 1 TB Hard Disk,0,0,25% off,"₹19,999",1,2019-08-14 11:58:34.772642
Desktop PCs,"₹6,299",sr it solution cpu112 with cour 2 duo 2 GB RAM 160 GB Hard Disk 512mb GB   Graphics Memory,0,0,23% off,"₹8,200",0,2019-08-14 11:58:34.776904
Desktop PCs,"₹5,599",punta PUNTA7548 Mini Tower with Core2Duo 2 GB RAM 160 GB Hard Disk .512 GB   Graphics Memory,0,0,55% off,"₹12,500",0,2019-08-14 11:58:34.777901
Desktop PCs,"₹38,990",HP - (Core i3/4 GB DDR4/1 TB/Free DOS),4.7,(3),6% off,"₹41,661",1,2019-08-14 11:58:43.723239
Desktop PCs,"₹54,990",ANT PC Dorylus CL100I Gaming CPU Mid Tower with Core i3 (8100) 8 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,0,0,1,2019-08-14 11:58:43.723239
Desktop PCs,"₹42,600",Reo RL912 Mini Tower with Core i5 (9400F) 8 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 2 GB   Graphics Memory,0,0,11% off,"₹48,000",1,2019-08-14 11:58:43.727234
Desktop PCs,"₹5,299",Foxin Foxin RED-Blue with Core2Duo 2 GB RAM 250 Hard Disk 0.256 GB   Graphics Memory,3.4,(7),67% off,"₹16,500",0,2019-08-14 11:58:43.727234
Desktop PCs,"₹95,990",Apple - (Core i5 (5th Gen)/8 GB DDR3/1 TB/Mac OS X Lion/1 GB),0,0,11% off,"₹1,07,900",1,2019-08-14 11:58:43.732381
Desktop PCs,"₹26,499",zebion - (Core i5/8 GB DDR3/500 GB/Windows 10 Pro/1 GB),0,0,23% off,"₹34,499",0,2019-08-14 11:58:43.732381
Desktop PCs,"₹18,999",zoonis Z10NS124 Mid Tower with CORE i3 4th gen 4 RAM 500 GB Hard Disk GB GB   Graphics Memory,0,0,26% off,"₹25,999",0,2019-08-14 11:58:43.737678
Desktop PCs,"₹10,599",ZOONIS CPU with Intel® Core™2 Duo 4 GB RAM 1 TB Hard Disk 256MB GB   Graphics Memory,3.8,(4),18% off,"₹12,999",0,2019-08-14 11:58:43.739646
Desktop PCs,"₹6,388",iball PCC2D1 Mid Tower with Core 2 Duo 2 GB RAM 320 GB Hard Disk,0,0,14% off,"₹7,500",0,2019-08-14 11:58:43.740825
Desktop PCs,"₹21,999",Assembled DPCi56 with Intel Core i5-650 8 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,3.4,(23),38% off,"₹35,742",0,2019-08-14 11:58:43.742591
Desktop PCs,"₹19,999",ZOONIS H61 SSD240 with I5 8 GB RAM 1 TB Hard Disk 240 GB SSD Capacity 1.6 GB   Graphics Memory,0,0,23% off,"₹25,999",0,2019-08-14 11:58:43.744148
Desktop PCs,"₹16,999",Assembled Slim 1 series with Intel Core i3-540 8 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,3.2,(25),26% off,"₹22,999",0,2019-08-14 11:58:43.745381
Desktop PCs,"₹27,999",ZOONIS DESKTOP ZI53RD with Core i5-3550 4 MB RAM 500 GB Hard Disk 2 GB   Graphics Memory,0,0,6% off,"₹29,999",0,2019-08-14 11:58:43.746380
Desktop PCs,"₹16,666",Zebion - (Core 2 Duo/4 GB DDR2/500 GB/Windows 7 Ultimate/512 MB),0,0,42% off,"₹28,895",0,2019-08-14 11:58:43.750445
Desktop PCs,"₹6,289",punta HGHHTT6789 Mini Tower with Core2Duo 2 GB RAM 250 GB Hard Disk .512 GB   Graphics Memory,0,0,51% off,"₹12,999",0,2019-08-14 11:58:43.752807
Desktop PCs,"₹86,999",ANT PC Dorylus CL400I Gaming CPU Mid Tower with Core i5 (8400) 8 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 4 GB   Graphics Memory,0,0,0,0,1,2019-08-14 11:58:43.754255
Desktop PCs,"₹27,999",SYNTRONIC S53812A37 with Core i3 4160 4 GB RAM 2 TB Hard Disk 2 GB   Graphics Memory,0,0,20% off,"₹34,999",0,2019-08-14 11:58:43.755237
Desktop PCs,"₹5,839",Foxin Axe Red/Blue FC1102 with Core2Duo 2 GB RAM 160 GB Hard Disk .256 GB   Graphics Memory,3.6,(30),46% off,"₹11,000",0,2019-08-14 11:58:43.759285
Desktop PCs,"₹34,990",Lenovo 510S-07ICB (90K800DCIN) Full Tower with Core i5 (8400) 4 GB RAM 1 TB Hard Disk,0,0,6% off,"₹37,430",1,2019-08-14 11:58:43.760570
Desktop PCs,"₹38,999",Lenovo - (Core i3 (7th Gen)/4 GB DDR4/1 TB/Free DOS/512 MB),4,(18),11% off,"₹44,000",0,2019-08-14 11:58:43.760570
Desktop PCs,"₹14,149",Iball PCDC3 Mini Tower with Dual Core 4 GB RAM 2 TB Hard Disk,3.2,(15),21% off,"₹18,000",0,2019-08-14 11:58:43.764944
Desktop PCs,"₹1,14,990",Apple - (Core i5/8 GB DDR3/1 TB/Mac OS X Mavericks/512 MB),4,(13),0,"₹1,15,000",1,2019-08-14 11:58:43.766940
Desktop PCs,"₹69,000",dhagan DHCI741TBWIFI Mid Tower with INTEL 4 GB RAM 1 TB Hard Disk,0,0,11% off,"₹78,000",0,2019-08-14 11:58:43.767938
Desktop PCs,"₹18,199",zebion - (Core i3/8 GB DDR3/1 TB/Windows 10 Pro/1 GB),3.2,(5),49% off,"₹36,249",0,2019-08-14 11:58:43.767938
Desktop PCs,"₹9,999",ROHATEK DC3500OC with Dual Core 3rd Gen 4 GB RAM 500 GB Hard Disk 4 GB   Graphics Memory,0,0,18% off,"₹12,199",0,2019-08-14 11:58:43.773150
Desktop PCs,"₹8,999",ZOONIS MA9 24SSD Microtower with CORE 2 DUE 4 GB RAM 240 GB Hard Disk 240 GB SSD Capacity,0,0,43% off,"₹15,999",0,2019-08-14 11:58:43.774147
Desktop PCs,"₹90,990",HP - (Core i5 (8th Gen)/8 GB DDR4/1 TB/Windows 10 Home/4 GB GDDR5),0,0,2% off,"₹93,594",1,2019-08-14 11:58:43.774147
Desktop PCs,"₹39,200",Lenovo - (Core i3 (6th Gen)/4 GB DDR4/1 TB/Free DOS),4.5,(20),34% off,"₹59,990",0,2019-08-14 11:58:43.778200
Desktop PCs,"₹15,288",Punta Assembled CPU With WIFI with i3 8 GB RAM 1 TB Hard Disk 1 GB GB   Graphics Memory,3.3,(3),43% off,"₹26,999",0,2019-08-14 11:58:43.782195
Desktop PCs,"₹32,000",dhagan High End Desktop Mid Tower with Intel Core I3 8Th Gen 4 GB RAM 1 TB Hard Disk,0,0,41% off,"₹55,000",0,2019-08-14 11:58:43.782195
Desktop PCs,"₹18,999",Syntronic S53081 Full Tower with Core i5 (3450) 8 GB RAM 1 TB Hard Disk,4.5,(2),26% off,"₹25,999",1,2019-08-14 11:58:43.786190
Desktop PCs,"₹36,900",Reo RL712 Mini Tower with Core i5 (4670) 8 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 4 GB   Graphics Memory,0,0,12% off,"₹42,000",1,2019-08-14 11:58:43.786190
Desktop PCs,"₹7,999",RAINBOW RPGCPU76 with Core 2 Duo 2 GB RAM 500 GB Hard Disk,0,0,19% off,"₹9,899",0,2019-08-14 11:58:43.790638
Desktop PCs,"₹54,600",Electrobot EBB360 Mid Tower with Intel Core i3-9100F 16 GB RAM 2 TB Hard Disk 240 GB SSD Capacity 6 GB   Graphics Memory,0,0,35% off,"₹85,000",1,2019-08-14 11:58:43.792762
Desktop PCs,"₹14,900",LG - (Atom (1st Gen)/2 GB DDR3/Windows 10 Home),0,0,17% off,"₹18,000",0,2019-08-14 11:58:43.794758
Desktop PCs,"₹6,999",ZOONIS MA09HS Microtower with 2.66 C2D 4 GB RAM 120 GB Hard Disk 120 GB SSD Capacity NO GB   Graphics Memory,0,0,30% off,"₹9,999",0,2019-08-14 11:58:43.795755
Desktop PCs,"₹91,490",Apple - (Core i5 (5th Gen)/8 GB DDR3/1 TB/Mac OS X Sierra),4.5,(17),0,"₹91,900",1,2019-08-14 11:58:43.799834
Desktop PCs,"₹6,999",zoonis Z10NS111 Mid Tower with CORE 2 DUO 4 RAM 320 GB Hard Disk MB GB   Graphics Memory,4.3,(8),36% off,"₹10,999",0,2019-08-14 11:58:43.801393
Desktop PCs,"₹19,999",SYNTRONIC S53812A27 with Core i3 2100 4 GB RAM 2 TB Hard Disk 2 GB   Graphics Memory,0,0,20% off,"₹24,999",0,2019-08-14 11:58:43.803387
Desktop PCs,"₹16,666",Foxin Axe Red/blue 1102 Ci3 1TB with Cre i3 4 GB RAM 1 TB Hard Disk .5 GB   Graphics Memory,3,(1),33% off,"₹24,990",0,2019-08-14 11:58:43.804383
Desktop PCs,"₹7,260",RAINBOW RPGCPU93 with Core 2 Duo 4 GB RAM 250 GB Hard Disk,0,0,27% off,"₹9,999",0,2019-08-14 11:58:53.306474
Desktop PCs,"₹9,999",Foxin - (Core 2 Duo/2 GB DDR2/500 GB/Free DOS/512 MB),0,0,47% off,"₹18,999",0,2019-08-14 11:58:53.308717
Desktop PCs,"₹7,599",RAINBOW RPGCPU92 with Core 2 Duo 2 GB RAM 500 GB Hard Disk,0,0,36% off,"₹11,999",0,2019-08-14 11:58:53.310711
Desktop PCs,"₹27,990",Asus - (Pentium Quad Core/4 GB DDR3/500 GB/Windows 10 Home),4.3,(3),17% off,"₹33,990",1,2019-08-14 11:58:53.310711
Desktop PCs,"₹26,499",Syntronic S726812 Full Tower with Core i7 (2600) 8 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,11% off,"₹29,999",1,2019-08-14 11:58:53.315118
Desktop PCs,"₹6,999",Electrobot G41PC Full Tower with Core_2_Duo_E7500 2 GB RAM 500 GB Hard Disk,3.7,(3),53% off,"₹15,000",0,2019-08-14 11:58:53.316117
Desktop PCs,"₹43,490",Acer M200 Microtower with Intel Core i3 8100 4 GB RAM 1 TB Hard Disk 2 GB   Graphics Memory,0,0,0,"₹43,500",0,2019-08-14 11:58:53.318112
Desktop PCs,"₹27,499",Syntronic S73081 Full Tower with Core i7 (3770) 8 GB RAM 1 TB Hard Disk,0,0,25% off,"₹36,999",1,2019-08-14 11:58:53.318112
Desktop PCs,"₹6,599",Zoonis ZD250 with Intel Core 2 duo 2.66 2 GB RAM 320 GB Hard Disk 0.2 GB   Graphics Memory,3.7,(26),34% off,"₹9,999",0,2019-08-14 11:58:53.322330
Desktop PCs,"₹34,990",HP - (Core i3 (6th Gen)/4 GB DDR 4/1 TB/Linux/512 MB),4.3,(27),12% off,"₹40,073",1,2019-08-14 11:58:53.324326
Desktop PCs,"₹1,26,990",ANT PC Dorylus CL600K Gaming CPU Mid Tower with Core i5 (8600K) 16 GB RAM 1 TB Hard Disk 120 GB SSD Capacity 6 GB   Graphics Memory,0,0,0,"₹1,27,399",1,2019-08-14 11:58:53.324326
Desktop PCs,"₹8,099",RAINBOW RPGCPU67 with Core 2 Duo 4 GB RAM 500 GB Hard Disk,0,0,19% off,"₹9,999",0,2019-08-14 11:58:53.328397
Desktop PCs,"₹34,400",HP Desktop 190-0303IN Full Tower with Core i3 (8100) 4 GB RAM 1 TB Hard Disk,0,0,17% off,"₹41,490",0,2019-08-14 11:58:53.328397
Desktop PCs,"₹19,999",ZOONIS MA9 SSD240 I5RD Microtower with I5 3RD 8 GB RAM 240 GB Hard Disk 1GB ON BOARD GB   Graphics Memory,0,0,33% off,"₹29,999",0,2019-08-14 11:58:53.332392
Desktop PCs,"₹49,990",Asus - (Core i5/8 GB DDR4/1 TB/Windows 10 Home),4.8,(5),6% off,"₹53,591",1,2019-08-14 11:58:53.332392
Desktop PCs,"₹37,999",Zoonis Z10NSDVD135 Mid Tower with CORE i5 6th gen 8 RAM 500 GB Hard Disk GB GB   Graphics Memory,0,0,5% off,"₹39,999",0,2019-08-14 11:58:53.336386
Desktop PCs,"₹19,200",Reo NR100 Mini Tower with Core i5 (650) 4 GB RAM 500 GB Hard Disk 120 GB SSD Capacity,0,0,8% off,"₹21,000",1,2019-08-14 11:58:53.340381
Desktop PCs,"₹7,399",RAINBOW RPGCPU87 with Core 2 Duo 4 GB RAM 250 GB Hard Disk,0,0,26% off,"₹9,999",0,2019-08-14 11:58:53.340381
Desktop PCs,"₹11,999",ZOONIS MA06240 Microtower with I3 4 GB RAM 240 GB Hard Disk 1.5 GB   Graphics Memory,0,0,25% off,"₹15,999",0,2019-08-14 11:58:53.344376
